REGION,TIMESLICE,FUEL,YEAR,VALUE
GLOBAL,S2D1,ELCGUYXX02,2028,0.3366
GLOBAL,S2D2,ELCGUYXX02,2028,0.3366
GLOBAL,S2D3,ELCGUYXX02,2028,0.39780000000000004
GLOBAL,S2D4,ELCGUYXX02,2028,0.45899999999999996
GLOBAL,S1D1,ELCGUYXX02,2029,0.3366
GLOBAL,S1D2,ELCGUYXX02,2029,0.3366
GLOBAL,S1D3,ELCGUYXX02,2029,0.39780000000000004
GLOBAL,S1D4,ELCGUYXX02,2029,0.42840000000000006
GLOBAL,S2D1,ELCGUYXX02,2029,0.3366
GLOBAL,S2D2,ELCGUYXX02,2029,0.3366
GLOBAL,S2D3,ELCGUYXX02,2029,0.39780000000000004
GLOBAL,S2D4,ELCGUYXX02,2029,0.45899999999999996
GLOBAL,S1D1,ELCGUYXX02,2030,0.3366
GLOBAL,S1D2,ELCGUYXX02,2030,0.3366
GLOBAL,S1D3,ELCGUYXX02,2030,0.39780000000000004
GLOBAL,S1D4,ELCGUYXX02,2030,0.42840000000000006
GLOBAL,S2D1,ELCGUYXX02,2030,0.3366
GLOBAL,S2D2,ELCGUYXX02,2030,0.3366
GLOBAL,S2D3,ELCGUYXX02,2030,0.39780000000000004
GLOBAL,S2D4,ELCGUYXX02,2030,0.45899999999999996
GLOBAL,S1D1,ELCGUYXX02,2031,0.3366
GLOBAL,S1D2,ELCGUYXX02,2031,0.3366
GLOBAL,S1D3,ELCGUYXX02,2031,0.39780000000000004
GLOBAL,S1D4,ELCGUYXX02,2031,0.42840000000000006
GLOBAL,S2D1,ELCGUYXX02,2031,0.3366
GLOBAL,S2D2,ELCGUYXX02,2031,0.3366
GLOBAL,S2D3,ELCGUYXX02,2031,0.39780000000000004
GLOBAL,S2D4,ELCGUYXX02,2031,0.45899999999999996
GLOBAL,S1D1,ELCGUYXX02,2032,0.3366
GLOBAL,S1D2,ELCGUYXX02,2032,0.3366
GLOBAL,S1D3,ELCGUYXX02,2032,0.39780000000000004
GLOBAL,S1D4,ELCGUYXX02,2032,0.42840000000000006
GLOBAL,S2D1,ELCGUYXX02,2032,0.3366
GLOBAL,S2D2,ELCGUYXX02,2032,0.3366
GLOBAL,S2D3,ELCGUYXX02,2032,0.39780000000000004
GLOBAL,S2D4,ELCGUYXX02,2032,0.45899999999999996
GLOBAL,S1D1,ELCGUYXX02,2033,0.3366
GLOBAL,S1D2,ELCGUYXX02,2033,0.3366
GLOBAL,S1D3,ELCGUYXX02,2033,0.39780000000000004
GLOBAL,S1D4,ELCGUYXX02,2033,0.42840000000000006
GLOBAL,S2D1,ELCGUYXX02,2033,0.3366
GLOBAL,S2D2,ELCGUYXX02,2033,0.3366
GLOBAL,S2D3,ELCGUYXX02,2033,0.39780000000000004
GLOBAL,S2D4,ELCGUYXX02,2033,0.45899999999999996
GLOBAL,S1D1,ELCGUYXX02,2034,0.3366
GLOBAL,S1D2,ELCGUYXX02,2034,0.3366
GLOBAL,S1D3,ELCGUYXX02,2034,0.39780000000000004
GLOBAL,S1D4,ELCGUYXX02,2034,0.42840000000000006
GLOBAL,S2D1,ELCGUYXX02,2034,0.3366
GLOBAL,S2D2,ELCGUYXX02,2034,0.3366
GLOBAL,S2D3,ELCGUYXX02,2034,0.39780000000000004
GLOBAL,S2D4,ELCGUYXX02,2034,0.45899999999999996
GLOBAL,S1D1,ELCGUYXX02,2035,0.3366
GLOBAL,S1D2,ELCGUYXX02,2035,0.3366
GLOBAL,S1D3,ELCGUYXX02,2035,0.39780000000000004
GLOBAL,S1D4,ELCGUYXX02,2035,0.42840000000000006
GLOBAL,S2D1,ELCGUYXX02,2035,0.3366
GLOBAL,S2D2,ELCGUYXX02,2035,0.3366
GLOBAL,S2D3,ELCGUYXX02,2035,0.39780000000000004
GLOBAL,S2D4,ELCGUYXX02,2035,0.45899999999999996
GLOBAL,S1D1,ELCGUYXX02,2036,0.3366
GLOBAL,S1D2,ELCGUYXX02,2036,0.3366
GLOBAL,S1D3,ELCGUYXX02,2036,0.39780000000000004
GLOBAL,S1D4,ELCGUYXX02,2036,0.42840000000000006
GLOBAL,S2D1,ELCGUYXX02,2036,0.3366
GLOBAL,S2D2,ELCGUYXX02,2036,0.3366
GLOBAL,S2D3,ELCGUYXX02,2036,0.39780000000000004
GLOBAL,S2D4,ELCGUYXX02,2036,0.45899999999999996
GLOBAL,S1D1,ELCGUYXX02,2037,0.3366
GLOBAL,S1D2,ELCGUYXX02,2037,0.3366
GLOBAL,S1D3,ELCGUYXX02,2037,0.39780000000000004
GLOBAL,S1D4,ELCGUYXX02,2037,0.42840000000000006
GLOBAL,S2D1,ELCGUYXX02,2037,0.3366
GLOBAL,S2D2,ELCGUYXX02,2037,0.3366
GLOBAL,S2D3,ELCGUYXX02,2037,0.39780000000000004
GLOBAL,S2D4,ELCGUYXX02,2037,0.45899999999999996
GLOBAL,S1D1,ELCGUYXX02,2038,0.3366
GLOBAL,S1D2,ELCGUYXX02,2038,0.3366
GLOBAL,S1D3,ELCGUYXX02,2038,0.39780000000000004
GLOBAL,S1D4,ELCGUYXX02,2038,0.42840000000000006
GLOBAL,S2D1,ELCGUYXX02,2038,0.3366
GLOBAL,S2D2,ELCGUYXX02,2038,0.3366
GLOBAL,S2D3,ELCGUYXX02,2038,0.39780000000000004
GLOBAL,S2D4,ELCGUYXX02,2038,0.45899999999999996
GLOBAL,S1D1,ELCGUYXX02,2039,0.3366
GLOBAL,S1D2,ELCGUYXX02,2039,0.3366
GLOBAL,S1D3,ELCGUYXX02,2039,0.39780000000000004
GLOBAL,S1D4,ELCGUYXX02,2039,0.42840000000000006
GLOBAL,S2D1,ELCGUYXX02,2039,0.3366
GLOBAL,S2D2,ELCGUYXX02,2039,0.3366
GLOBAL,S2D3,ELCGUYXX02,2039,0.39780000000000004
GLOBAL,S2D4,ELCGUYXX02,2039,0.45899999999999996
GLOBAL,S1D1,ELCGUYXX02,2040,0.3366
GLOBAL,S1D2,ELCGUYXX02,2040,0.3366
GLOBAL,S1D3,ELCGUYXX02,2040,0.39780000000000004
GLOBAL,S1D4,ELCGUYXX02,2040,0.42840000000000006
GLOBAL,S2D1,ELCGUYXX02,2040,0.3366
GLOBAL,S2D2,ELCGUYXX02,2040,0.3366
GLOBAL,S2D3,ELCGUYXX02,2040,0.39780000000000004
GLOBAL,S2D4,ELCGUYXX02,2040,0.45899999999999996
GLOBAL,S1D1,ELCGUYXX02,2041,0.3388
GLOBAL,S1D2,ELCGUYXX02,2041,0.3388
GLOBAL,S1D3,ELCGUYXX02,2041,0.40040000000000003
GLOBAL,S1D4,ELCGUYXX02,2041,0.4312
GLOBAL,S2D1,ELCGUYXX02,2041,0.3388
GLOBAL,S2D2,ELCGUYXX02,2041,0.3388
GLOBAL,S2D3,ELCGUYXX02,2041,0.40040000000000003
GLOBAL,S2D4,ELCGUYXX02,2041,0.46199999999999997
GLOBAL,S1D1,ELCGUYXX02,2042,0.341
GLOBAL,S1D2,ELCGUYXX02,2042,0.341
GLOBAL,S1D3,ELCGUYXX02,2042,0.403
GLOBAL,S1D4,ELCGUYXX02,2042,0.43400000000000005
GLOBAL,S2D1,ELCGUYXX02,2042,0.341
GLOBAL,S2D2,ELCGUYXX02,2042,0.341
GLOBAL,S2D3,ELCGUYXX02,2042,0.403
GLOBAL,S2D4,ELCGUYXX02,2042,0.46499999999999997
GLOBAL,S1D1,ELCGUYXX02,2043,0.3443
GLOBAL,S1D2,ELCGUYXX02,2043,0.3443
GLOBAL,S1D3,ELCGUYXX02,2043,0.4069
GLOBAL,S1D4,ELCGUYXX02,2043,0.43820000000000003
GLOBAL,S2D1,ELCGUYXX02,2043,0.3443
GLOBAL,S2D2,ELCGUYXX02,2043,0.3443
GLOBAL,S2D3,ELCGUYXX02,2043,0.4069
GLOBAL,S2D4,ELCGUYXX02,2043,0.4695
GLOBAL,S1D1,ELCGUYXX02,2044,0.3465
GLOBAL,S1D2,ELCGUYXX02,2044,0.3465
GLOBAL,S1D3,ELCGUYXX02,2044,0.4095
GLOBAL,S1D4,ELCGUYXX02,2044,0.441
GLOBAL,S2D1,ELCGUYXX02,2044,0.3465
GLOBAL,S2D2,ELCGUYXX02,2044,0.3465
GLOBAL,S2D3,ELCGUYXX02,2044,0.4095
GLOBAL,S2D4,ELCGUYXX02,2044,0.4725
GLOBAL,S1D1,ELCGUYXX02,2045,0.3487
GLOBAL,S1D2,ELCGUYXX02,2045,0.3487
GLOBAL,S1D3,ELCGUYXX02,2045,0.4121
GLOBAL,S1D4,ELCGUYXX02,2045,0.44380000000000003
GLOBAL,S2D1,ELCGUYXX02,2045,0.3487
GLOBAL,S2D2,ELCGUYXX02,2045,0.3487
GLOBAL,S2D3,ELCGUYXX02,2045,0.4121
GLOBAL,S2D4,ELCGUYXX02,2045,0.4755
GLOBAL,S1D1,ELCGUYXX02,2046,0.3619
GLOBAL,S1D2,ELCGUYXX02,2046,0.3619
GLOBAL,S1D3,ELCGUYXX02,2046,0.4277
GLOBAL,S1D4,ELCGUYXX02,2046,0.46060000000000006
GLOBAL,S2D1,ELCGUYXX02,2046,0.3619
GLOBAL,S2D2,ELCGUYXX02,2046,0.3619
GLOBAL,S2D3,ELCGUYXX02,2046,0.4277
GLOBAL,S2D4,ELCGUYXX02,2046,0.4935
GLOBAL,S1D1,ELCGUYXX02,2047,0.374
GLOBAL,S1D2,ELCGUYXX02,2047,0.374
GLOBAL,S1D3,ELCGUYXX02,2047,0.442
GLOBAL,S1D4,ELCGUYXX02,2047,0.47600000000000003
GLOBAL,S2D1,ELCGUYXX02,2047,0.374
GLOBAL,S2D2,ELCGUYXX02,2047,0.374
GLOBAL,S2D3,ELCGUYXX02,2047,0.442
GLOBAL,S2D4,ELCGUYXX02,2047,0.51
GLOBAL,S1D1,ELCGUYXX02,2048,0.3861
GLOBAL,S1D2,ELCGUYXX02,2048,0.3861
GLOBAL,S1D3,ELCGUYXX02,2048,0.4563
GLOBAL,S1D4,ELCGUYXX02,2048,0.4914
GLOBAL,S2D1,ELCGUYXX02,2048,0.3861
GLOBAL,S2D2,ELCGUYXX02,2048,0.3861
GLOBAL,S2D3,ELCGUYXX02,2048,0.4563
GLOBAL,S2D4,ELCGUYXX02,2048,0.5265
GLOBAL,S1D1,ELCGUYXX02,2049,0.3993
GLOBAL,S1D2,ELCGUYXX02,2049,0.3993
GLOBAL,S1D3,ELCGUYXX02,2049,0.4719
GLOBAL,S1D4,ELCGUYXX02,2049,0.5082
GLOBAL,S2D1,ELCGUYXX02,2049,0.3993
GLOBAL,S2D2,ELCGUYXX02,2049,0.3993
GLOBAL,S2D3,ELCGUYXX02,2049,0.4719
GLOBAL,S2D4,ELCGUYXX02,2049,0.5445
GLOBAL,S1D1,ELCGUYXX02,2050,0.41140000000000004
GLOBAL,S1D2,ELCGUYXX02,2050,0.41140000000000004
GLOBAL,S1D3,ELCGUYXX02,2050,0.4862
GLOBAL,S1D4,ELCGUYXX02,2050,0.5236000000000001
GLOBAL,S2D1,ELCGUYXX02,2050,0.41140000000000004
GLOBAL,S2D2,ELCGUYXX02,2050,0.41140000000000004
GLOBAL,S2D3,ELCGUYXX02,2050,0.4862
GLOBAL,S2D4,ELCGUYXX02,2050,0.561
